Epoch,Error,w1,w2,w3
0,0,-0.8047343640490816,-0.7805490051949909,-0.5190535415840097
0,1,-0.7047343640490816,-0.680549005194991,-0.41905354158400976
1,1,-0.6047343640490817,-0.580549005194991,-0.3190535415840098
2,1,-0.5047343640490817,-0.480549005194991,-0.21905354158400978
3,1,-0.4047343640490817,-0.380549005194991,-0.11905354158400977
4,1,-0.3047343640490817,-0.28054900519499104,-0.019053541584009764
5,1,-0.2047343640490817,-0.18054900519499104,0.08094645841599024
6,1,-0.10473436404908171,-0.08054900519499103,0.17285181257439122
7,1,-0.009067414514649125,0.011949232192812867,0.24373181823918857
8,0.8614532066361456,0.058361862644984205,0.07496376599561917,0.26365712671409475
9,0.74471954506114,0.1063910412827143,0.11821020249790273,0.25409507467658493
10,0.6761697492560139,0.1439693130562199,0.1511376004528212,0.23157426201174913
11,0.6316732789811547,0.1754935704302899,0.17834948472459713,0.20398564955830467
12,0.5995345737280644,0.20315832799309064,0.20210928516469645,0.1750581852325678
13,0.5740612564107036,0.22809000068266091,0.22354924561836606,0.14651787421148055
14,0.552460644236805,0.25089460968312904,0.24325377680117669,0.11912916254993075
15,0.5333421425736705,0.27192243857365056,0.2615409887489323,0.09319707287584776
16,0.515994471702232,0.29139608887105434,0.27859860048543594,0.06880918045194725
17,0.5000367538129125,0.3094725977534868,0.2945495895775083,0.04595208499996613
18,0.4852499949136726,0.3262737144802832,0.30948394246112776,0.024567346619018146
19,0.4714956161842365,0.34190078899914933,0.323474048637727,0.004578231034158067
20,0.4586759960006842,0.3564422134719133,0.3365822025809485,-0.014097613253340718
21,0.4475893433231628,0.3701915336756484,0.34909267798050403,-0.032596751982366404
22,0.4378007633445351,0.3833770911007551,0.3612231617151438,-0.05106078715707348
23,0.4287530225503636,0.396122386707004,0.3730822265143731,-0.06933172900663162
24,0.4201603368767224,0.40849685959971643,0.3847232104512712,-0.08733230586469337
25,0.41187550938629425,0.4205418642107093,0.39617167093124284,-0.10502639171235827
26,0.4038221013294756,0.43228397988601064,0.40743935314230195,-0.12239880395894542
27,0.39595980496905014,0.44374184828204266,0.41853127872087137,-0.13944499048124903
28,0.38826676692162576,0.45492970207652206,0.42944932658907176,-0.15616576551073183
29,0.3807305651523972,0.4658592005459662,0.44019402699647747,-0.17256462314912172
30,0.3733436037785711,0.4765403972226124,0.450765446989599,-0.1886463668572111
31,0.36610076314191,0.4869822613015871,0.46116361529055117,-0.20441641079147516
32,0.35899820111119296,0.497192968406686,0.4713887149517629,-0.2198804241362839
33,0.3520327419787017,0.5071800710856706,0.4814411600680851,-0.23504415053884703
34,0.3452015652097189,0.5169506056472526,0.49132161563613325,-0.24991331693018892
35,0.3385020471572857,0.5265111644783342,0.5010309904812673,-0.2644935879697017
36,0.33193168076390833,0.5358679489289775,0.5105704183065016,-0.278790543770215
37,0.3254880349830199,0.5450268106567662,0.519941234351175,-0.2928096694960551
38,0.3191687343941776,0.553993285628664,0.5291449513050808,-0.3065563510096692
39,0.31297144905289764,0.5627726230750084,0.5381832361808294,-0.32003587359286595
40,0.3068938894992901,0.5713698107026028,0.547057888871962,-0.3332534222240679
41,0.30093380434183103,0.5797895969554113,0.5557708226413557,-0.34621408263604875
42,0.2950889791041095,0.5880365108339392,0.564324046551236,-0.3589228427580517
43,0.28935723567082705,0.596114879631365,0.5727196497390004,-0.37138459433994436
44,0.2837364319996931,0.6040288448561828,0.5809597873990641,-0.3836041346550322
45,0.27822446193394135,0.6117823765569022,0.589046668318055,-0.39558616822871595
46,0.2728192550354771,0.6193792862285246,0.5969825438126688,-0.4073353085660274
47,0.26751877640172905,0.6268232384549142,0.6047696979281776,-0.41885607986430196
48,0.2623210264508301,0.6341177614215747,0.6124104387668731,-0.43015291870402894
49,0.2572240406704023,0.6412662564174888,0.6199070908276288,-0.44123017571439926
50,0.2522258893302807,0.6482720064313402,0.627261988249334,-0.45209211721187076
51,0.24732467716183382,0.6551381839359514,0.6344774688617711,-0.46274292681100604
52,0.24251854300741038,0.6618678579447055,0.6415558689574357,-0.47318670700732834
53,0.23780565944368204,0.668464000414837,0.6484995187067931,-0.4834274807322075
54,0.2331842323825285,0.6749294920645728,0.6553107381475874,-0.4934691928799303
55,0.2286525006528769,0.6812671276640728,0.6619918336861095,-0.5033157118071959
56,0.22420873556659338,0.6874796208538336,0.6685450950548775,-0.5129708308053265
57,0.21985124047123594,0.6935696085386021,0.674972792677046,-0.5224382695455131
58,0.21557835029215877,0.6995396548998243,0.6812771753931086,-0.5317216754974441
59,0.21138843106620686,0.7053922550651637,0.6874604685101628,-0.5408246253216712
60,0.20727987946897186,0.7111298384695965,0.6935248721382109,-0.5497506262360875
61,0.2032511223373641,0.7167547719390033,0.6994725597817351,-0.5585031173568931
62,0.19930061618904837,0.7222693625239456,0.7053056771581557,-0.567085471014435
63,0.19542684674010546,0.7276758601084423,0.7110263412177942,-0.5755009940443103
64,0.19162832842212751,0.7329764598159767,0.7166366393426585,-0.5837529290541243
65,0.18790360389979577,0.7381733042326564,0.7221386287037848,-0.5918444556662981
66,0.1842512435898762,0.7432684854653829,0.7275343357590237,-0.5997786917373201
67,0.18066984518243256,0.748264047051037,0.7328257558750967,-0.6075586945538364
68,0.1771580331649697,0.7531619857310266,0.7380148530594677,-0.615187462005973
69,0.17371445835011845,0.757964253104068,0.74310355978913,-0.622667933738281
70,0.1703377974073932,0.7626727571687371,0.7480937769247844,-0.6300029922786968
71,0.16702675239947928,0.7672893637661419,0.7529873737001236,-0.6371954641459008
72,0.16378005032344356,0.7718158979320043,0.7577861877770457,-0.6442481209354606
73,0.16059644265720463,0.7762541451664863,0.7624920253586076,-0.6511636803851372
74,0.1574747049115376,0.7806058526292399,0.7671066613524143,-0.6579448074197306
75,0.1544136361878612,0.7848727302664019,0.7716318395779321,-0.6645941151758369
76,0.15141205874199282,0.7890564518755657,0.776069273011922,-0.6711141660068826
77,0.14846881755403862,0.7931586561141516,0.7804206440668219,-0.6775074724688006
78,0.14558277990454127,0.7971809474560508,0.7846876048974739,-0.6837764982867035
79,0.14275283495698698,0.8011248971009225,0.7888717777320956,-0.6899236593029089
80,0.13997789334674704,0.8049920438400876,0.7929747552238516,-0.6959513244066623
81,0.13725688677650205,0.8087838948825672,0.796998100819783,-0.7018618164459016
82,0.1345887676181834,0.8125019266444578,0.8009433491442132,-0.7076574131213992
83,0.13197250852144649,0.8161475855045247,0.8048120063940764,-0.7133403478636137
84,0.129407102028678,0.8197222885286061,0.8086055507438978,-0.7189128106925786
85,0.1268915601965177,0.8232274241651684,0.8123254327584177,-0.7243769490611482
